# Azimuth angle [deg]	 r/R [-]	 Coefficient [-]
86	0.553571	0.001473121107
86	0.589286	0.001326561907
86	0.625	0.001152006614
86	0.660714	0.001131869366
86	0.696429	0.001026518359
86	0.732143	0.001032561284
86	0.767857	0.001076129844
86	0.803571	0
86	0.839286	0
86	0.875	0
86	0.910714	0
86	0.946429	0

88	0.267857	0.0005620597368
88	0.303571	0.0008896577012
88	0.339286	0.001173776196
88	0.375	0.001404933251
88	0.410714	0.001557737691
88	0.446429	0.001659537523
88	0.482143	0.001695236681
88	0.517857	0.001575213432
88	0.553571	0.001473121107
88	0.589286	0.001326561907
88	0.625	0.001152006614
88	0.660714	0.001131869366
88	0.696429	0.001026518359
88	0.732143	0.001032561284
88	0.767857	0.001076129844
88	0.803571	0
88	0.839286	0
88	0.875	0
88	0.910714	0
88	0.946429	0

90	0.267857	0.0005620597368
90	0.303571	0.0008896577012
90	0.339286	0.001173776196
90	0.375	0.001404933251
90	0.410714	0.001557737691
90	0.446429	0.001659537523
90	0.482143	0.001695236681
90	0.517857	0.001575213432
90	0.553571	0.001473121107
90	0.589286	0.001326561907
90	0.625	0.001152006614
90	0.660714	0.001131869366
90	0.696429	0.001026518359
90	0.732143	0.001032561284
90	0.767857	0.001076129844
90	0.803571	0
90	0.839286	0
90	0.875	0
90	0.910714	0
90	0.946429	0

92	0.267857	0.0005620597368
92	0.303571	0.0008896577012
92	0.339286	0.001173776196
92	0.375	0.001404933251
92	0.410714	0.001557737691
92	0.446429	0.001659537523
92	0.482143	0.001695236681
92	0.517857	0.001575213432
92	0.553571	0.001473121107
92	0.589286	0.001326561907
92	0.625	0.001152006614
92	0.660714	0.001131869366
92	0.696429	0.001026518359
92	0.732143	0.001032561284
92	0.767857	0.001076129844
92	0.803571	0
92	0.839286	0
92	0.875	0
92	0.910714	0
92	0.946429	0

94	0.267857	0.0005620597368
94	0.303571	0.0008896577012
94	0.339286	0.001173776196
94	0.375	0.001404933251
94	0.410714	0.001557737691
94	0.446429	0.001659537523
94	0.482143	0.001695236681
94	0.517857	0.001575213432
94	0.553571	0.001473121107
94	0.589286	0.001326561907
94	0.625	0.001152006614
94	0.660714	0.001131869366
94	0.696429	0.001026518359
94	0.732143	0.001032561284
94	0.767857	0.001076129844
94	0.803571	0
94	0.839286	0
94	0.875	0
94	0.910714	0
94	0.946429	0

96	0.267857	0.0005620597368
96	0.303571	0.0008896577012
96	0.339286	0.001173776196
96	0.375	0.001404933251
96	0.410714	0.001557737691
96	0.446429	0.001659537523
96	0.482143	0.001695236681
96	0.517857	0.001575213432
96	0.553571	0.001473121107
96	0.589286	0.001326561907
96	0.625	0.001152006614
96	0.660714	0.001131869366
96	0.696429	0.001026518359
96	0.732143	0.001032561284
96	0.767857	0.001076129844
96	0.803571	0
96	0.839286	0
96	0.875	0
96	0.910714	0
96	0.946429	0

98	0.267857	0.0005620597368
98	0.303571	0.0008896577012
98	0.339286	0.001173776196
98	0.375	0.001404933251
98	0.410714	0.001557737691
98	0.446429	0.001659537523
98	0.482143	0.001695236681
98	0.517857	0.001575213432
98	0.553571	0.001473121107
98	0.589286	0.001326561907
98	0.625	0.001152006614
98	0.660714	0.001131869366
98	0.696429	0.001026518359
98	0.732143	0.001032561284
98	0.767857	0.001076129844
98	0.803571	0
98	0.839286	0
98	0.875	0
98	0.910714	0
98	0.946429	0

100	0.267857	0.0005620597368
100	0.303571	0.0008896577012
100	0.339286	0.001173776196
100	0.375	0.001404933251
100	0.410714	0.001557737691
100	0.446429	0.001659537523
100	0.482143	0.001695236681
100	0.517857	0.001575213432
100	0.553571	0.001473121107
100	0.589286	0.001326561907
100	0.625	0.001152006614
100	0.660714	0.001131869366
100	0.696429	0.001026518359
100	0.732143	0.001032561284
100	0.767857	0.001076129844
100	0.803571	0
100	0.839286	0
100	0.875	0
100	0.910714	0
100	0.946429	0

102	0.267857	0.0005620597368
102	0.303571	0.0008896577012
102	0.339286	0.001173776196
102	0.375	0.001404933251
102	0.410714	0.001557737691
102	0.446429	0.001659537523
102	0.482143	0.001695236681
102	0.517857	0.001575213432
102	0.553571	0.001473121107
102	0.589286	0.001326561907
102	0.625	0.001152006614
102	0.660714	0.001131869366
102	0.696429	0.001026518359
102	0.732143	0.001032561284
102	0.767857	0.001076129844
102	0.803571	0
102	0.839286	0
102	0.875	0
102	0.910714	0
102	0.946429	0

104	0.267857	0.0005620597368
104	0.303571	0.0008896577012
104	0.339286	0.001173776196
104	0.375	0.001404933251
104	0.410714	0.001557737691
104	0.446429	0.001659537523
104	0.482143	0.001695236681
104	0.517857	0.001575213432
104	0.553571	0.001473121107
104	0.589286	0.001326561907
104	0.625	0.001152006614
