#SuctionSide: Uedge      dStar     theta     tau     delta     dp/dx
0.001108      0.121581     0.011975     -0.000044     0.143704     -11573.073225
0.001106      0.124786     0.012191     -0.000043     0.146291     -13100.880941
0.001105      0.127970     0.012409     -0.000042     0.148904     -12278.868543
0.001103      0.131139     0.012628     -0.000041     0.151542     -11519.934597
0.001101      0.134292     0.012850     -0.000040     0.154205     -11574.248610
0.001100      0.137432     0.013074     -0.000039     0.156891     -14118.264531
0.001098      0.140565     0.013300     -0.000039     0.159600     -12258.967304
0.001097      0.143692     0.013528     -0.000038     0.162331     -11522.988089
0.001095      0.147039     0.013755     -0.000037     0.165063     -12967.105810
0.001094      0.150303     0.013986     -0.000037     0.167827     -13400.110463
0.001093      0.153560     0.014218     -0.000036     0.170611     -12401.605791
0.001091      0.156773     0.014452     -0.000035     0.173421     -13288.487218
0.001090      0.160413     0.014684     -0.000035     0.176214     -12307.963163
0.001089      0.163889     0.014921     -0.000034     0.179049     -12239.360062
0.001087      0.167324     0.015159     -0.000033     0.181908     -12317.404485
