# Azimuth angle [deg]	 r/R [-]	 Coefficient [-]
36	0.839286	0
36	0.875	0
36	0.910714	0
36	0.946429	0

38	0.267857	0.01264323407
38	0.303571	0.02080059551
38	0.339286	0.02706178169
38	0.375	0.03215667827
38	0.410714	0.03567531585
38	0.446429	0.03793896811
38	0.482143	0.03885480603
38	0.517857	0.0364680382
38	0.553571	0.03385173835
38	0.589286	0.02942843157
38	0.625	0.02300952506
38	0.660714	0.01988158075
38	0.696429	0.01247805802
38	0.732143	0.007946981561
38	0.767857	0.003277041295
38	0.803571	0
38	0.839286	0
38	0.875	0
38	0.910714	0
38	0.946429	0

40	0.267857	0.01264323407
40	0.303571	0.02080059551
40	0.339286	0.02706178169
40	0.375	0.03215667827
40	0.410714	0.03567531585
40	0.446429	0.03793896811
40	0.482143	0.03885480603
40	0.517857	0.0364680382
40	0.553571	0.03385173835
40	0.589286	0.02942843157
40	0.625	0.02300952506
40	0.660714	0.01988158075
40	0.696429	0.01247805802
40	0.732143	0.007946981561
40	0.767857	0.003277041295
40	0.803571	0
40	0.839286	0
40	0.875	0
40	0.910714	0
40	0.946429	0

42	0.267857	0.01264323407
42	0.303571	0.02080059551
42	0.339286	0.02706178169
42	0.375	0.03215667827
42	0.410714	0.03567531585
42	0.446429	0.03793896811
42	0.482143	0.03885480603
42	0.517857	0.0364680382
42	0.553571	0.03385173835
42	0.589286	0.02942843157
42	0.625	0.02300952506
42	0.660714	0.01988158075
42	0.696429	0.01247805802
42	0.732143	0.007946981561
42	0.767857	0.003277041295
42	0.803571	0
42	0.839286	0
42	0.875	0
42	0.910714	0
42	0.946429	0

44	0.267857	0.01264323407
44	0.303571	0.02080059551
44	0.339286	0.02706178169
44	0.375	0.03215667827
44	0.410714	0.03567531585
44	0.446429	0.03793896811
44	0.482143	0.03885480603
44	0.517857	0.0364680382
44	0.553571	0.03385173835
44	0.589286	0.02942843157
44	0.625	0.02300952506
44	0.660714	0.01988158075
44	0.696429	0.01247805802
44	0.732143	0.007946981561
44	0.767857	0.003277041295
44	0.803571	0
44	0.839286	0
44	0.875	0
44	0.910714	0
44	0.946429	0

46	0.267857	0.01264323407
46	0.303571	0.02080059551
46	0.339286	0.02706178169
46	0.375	0.03215667827
46	0.410714	0.03567531585
46	0.446429	0.03793896811
46	0.482143	0.03885480603
46	0.517857	0.0364680382
46	0.553571	0.03385173835
46	0.589286	0.02942843157
46	0.625	0.02300952506
46	0.660714	0.01988158075
46	0.696429	0.01247805802
46	0.732143	0.007946981561
46	0.767857	0.003277041295
46	0.803571	0
46	0.839286	0
46	0.875	0
46	0.910714	0
46	0.946429	0

48	0.267857	0.01264323407
48	0.303571	0.02080059551
48	0.339286	0.02706178169
48	0.375	0.03215667827
48	0.410714	0.03567531585
48	0.446429	0.03793896811
48	0.482143	0.03885480603
48	0.517857	0.0364680382
48	0.553571	0.03385173835
48	0.589286	0.02942843157
48	0.625	0.02300952506
48	0.660714	0.01988158075
48	0.696429	0.01247805802
48	0.732143	0.007946981561
48	0.767857	0.003277041295
48	0.803571	0
48	0.839286	0
48	0.875	0
48	0.910714	0
48	0.946429	0

50	0.267857	0.01264323407
50	0.303571	0.02080059551
50	0.339286	0.02706178169
50	0.375	0.03215667827
50	0.410714	0.03567531585
50	0.446429	0.03793896811
50	0.482143	0.03885480603
50	0.517857	0.0364680382
50	0.553571	0.03385173835
50	0.589286	0.02942843157
50	0.625	0.02300952506
50	0.660714	0.01988158075
50	0.696429	0.01247805802
50	0.732143	0.007946981561
50	0.767857	0.003277041295
50	0.803571	0
50	0.839286	0
50	0.875	0
50	0.910714	0
50	0.946429	0

52	0.267857	0.01264323407
52	0.303571	0.02080059551
52	0.339286	0.02706178169
52	0.375	0.03215667827
52	0.410714	0.03567531585
52	0.446429	0.03793896811
52	0.482143	0.03885480603
52	0.517857	0.0364680382
52	0.553571	0.03385173835
52	0.589286	0.02942843157
52	0.625	0.02300952506
52	0.660714	0.01988158075
52	0.696429	0.01247805802
52	0.732143	0.007946981561
52	0.767857	0.003277041295
52	0.803571	0
52	0.839286	0
52	0.875	0
52	0.910714	0
52	0.946429	0

54	0.267857	0.01264323407
54	0.303571	0.02080059551
54	0.339286	0.02706178169
54	0.375	0.03215667827
54	0.410714	0.03567531585
54	0.446429	0.03793896811
54	0.482143	0.03885480603
54	0.517857	0.0364680382
54	0.553571	0.03385173835
54	0.589286	0.02942843157
54	0.625	0.02300952506
54	0.660714	0.01988158075
54	0.696429	0.01247805802
54	0.732143	0.007946981561
54	0.767857	0.003277041295
54	0.803571	0
54	0.839286	0
54	0.875	0
54	0.910714	0
54	0.946429	0

56	0.267857	0.01264323407
56	0.303571	0.02080059551
56	0.339286	0.02706178169
56	0.375	0.03215667827
56	0.410714	0.03567531585
56	0.446429	0.03793896811
56	0.482143	0.03885480603
56	0.517857	0.0364680382
56	0.553571	0.03385173835
56	0.589286	0.02942843157
56	0.625	0.02300952506
56	0.660714	0.01988158075
56	0.696429	0.01247805802
56	0.732143	0.007946981561
56	0.767857	0.003277041295
56	0.803571	0
56	0.839286	0
56	0.875	0
56	0.910714	0
56	0.946429	0

58	0.267857	0.01264323407
58	0.303571	0.02080059551
58	0.339286	0.02706178169
58	0.375	0.03215667827
58	0.410714	0.03567531585
58	0.446429	0.03793896811
58	0.482143	0.03885480603
58	0.517857	0.0364680382
58	0.553571	0.03385173835
58	0.589286	0.02942843157
58	0.625	0.02300952506
58	0.660714	0.01988158075
58	0.696429	0.01247805802
58	0.732143	0.007946981561
58	0.767857	0.003277041295
58	0.803571	0
58	0.839286	0
58	0.875	0
58	0.910714	0
58	0.946429	0

60	0.267857	0.01264323407
60	0.303571	0.02080059551
60	0.339286	0.02706178169
60	0.375	0.03215667827
60	0.410714	0.03567531585
60	0.446429	0.03793896811
60	0.482143	0.03885480603
60	0.517857	0.0364680382
60	0.553571	0.03385173835
60	0.589286	0.02942843157
60	0.625	0.02300952506
60	0.660714	0.01988158075
60	0.696429	0.01247805802
60	0.732143	0.007946981561
60	0.767857	0.003277041295
60	0.803571	0
60	0.839286	0
60	0.875	0
60	0.910714	0
60	0.946429	0

62	0.267857	0.01264323407
62	0.303571	0.02080059551
62	0.339286	0.02706178169
62	0.375	0.03215667827
62	0.410714	0.03567531585
62	0.446429	0.03793896811
62	0.482143	0.03885480603
62	0.517857	0.0364680382
62	0.553571	0.03385173835
62	0.589286	0.02942843157
62	0.625	0.02300952506
62	0.660714	0.01988158075
62	0.696429	0.01247805802
62	0.732143	0.007946981561
62	0.767857	0.003277041295
62	0.803571	0
62	0.839286	0
62	0.875	0
62	0.910714	0
62	0.946429	0

64	0.267857	0.01264323407
64	0.303571	0.02080059551
64	0.339286	0.02706178169
64	0.375	0.03215667827
64	0.410714	0.03567531585
64	0.446429	0.03793896811
64	0.482143	0.03885480603
64	0.517857	0.0364680382
64	0.553571	0.03385173835
64	0.589286	0.02942843157
64	0.625	0.02300952506
64	0.660714	0.01988158075
64	0.696429	0.01247805802
64	0.732143	0.007946981561
64	0.767857	0.003277041295
64	0.803571	0
64	0.839286	0
64	0.875	0
64	0.910714	0
64	0.946429	0

66	0.267857	0.01264323407
66	0.303571	0.02080059551
66	0.339286	0.02706178169
66	0.375	0.03215667827
66	0.410714	0.03567531585
66	0.446429	0.03793896811
66	0.482143	0.03885480603
66	0.517857	0.0364680382
66	0.553571	0.03385173835
66	0.589286	0.02942843157
66	0.625	0.02300952506
66	0.660714	0.01988158075
66	0.696429	0.01247805802
66	0.732143	0.007946981561
66	0.767857	0.003277041295
66	0.803571	0
66	0.839286	0
66	0.875	0
66	0.910714	0
66	0.946429	0

68	0.267857	0.01264323407
68	0.303571	0.02080059551
68	0.339286	0.02706178169
68	0.375	0.03215667827
68	0.410714	0.03567531585
68	0.446429	0.03793896811
68	0.482143	0.03885480603
68	0.517857	0.0364680382
68	0.553571	0.03385173835
68	0.589286	0.02942843157
68	0.625	0.02300952506
68	0.660714	0.01988158075
68	0.696429	0.01247805802
68	0.732143	0.007946981561
68	0.767857	0.003277041295
68	0.803571	0
68	0.839286	0
68	0.875	0
68	0.910714	0
68	0.946429	0

70	0.267857	0.01264323407
70	0.303571	0.02080059551
70	0.339286	0.02706178169
70	0.375	0.03215667827
70	0.410714	0.03567531585
70	0.446429	0.03793896811
70	0.482143	0.03885480603
70	0.517857	0.0364680382
70	0.553571	0.03385173835
70	0.589286	0.02942843157
70	0.625	0.02300952506
70	0.660714	0.01988158075
70	0.696429	0.01247805802
70	0.732143	0.007946981561
70	0.767857	0.003277041295
70	0.803571	0
70	0.839286	0
70	0.875	0
70	0.910714	0
70	0.946429	0

72	0.267857	0.01264323407
72	0.303571	0.02080059551
72	0.339286	0.02706178169
72	0.375	0.03215667827
72	0.410714	0.03567531585
72	0.446429	0.03793896811
72	0.482143	0.03885480603
72	0.517857	0.0364680382
72	0.553571	0.03385173835
72	0.589286	0.02942843157
72	0.625	0.02300952506
72	0.660714	0.01988158075
72	0.696429	0.01247805802
72	0.732143	0.007946981561
72	0.767857	0.003277041295
72	0.803571	0
72	0.839286	0
72	0.875	0
72	0.910714	0
72	0.946429	0

74	0.267857	0.01264323407
74	0.303571	0.02080059551
74	0.339286	0.02706178169
74	0.375	0.03215667827
74	0.410714	0.03567531585
74	0.446429	0.03793896811
74	0.482143	0.03885480603
74	0.517857	0.0364680382
74	0.553571	0.03385173835
74	0.589286	0.02942843157
74	0.625	0.02300952506
74	0.660714	0.01988158075
74	0.696429	0.01247805802
74	0.732143	0.007946981561
74	0.767857	0.003277041295
74	0.803571	0
74	0.839286	0
74	0.875	0
74	0.910714	0
