#SuctionSide: Uedge      dStar     theta     tau     delta     dp/dx
0.001079      0.004940     0.003176     0.002426     0.024787     -26201.216874
0.001078      0.004994     0.003216     0.002417     0.025130     -26582.375331
0.001076      0.005045     0.003254     0.002411     0.025465     -27227.228615
0.001075      0.005090     0.003289     0.002409     0.025787     -28989.919309
0.001074      0.005130     0.003322     0.002410     0.026098     -29580.686102
0.001073      0.005160     0.003351     0.002416     0.026388     -34747.647793
0.001073      0.005178     0.003374     0.002430     0.026651     -34087.298989
0.001073      0.005186     0.003391     0.002450     0.026891     -28900.616696
0.001076      0.005123     0.003376     0.002515     0.026988     -27900.053254
0.001072      0.005248     0.003446     0.002458     0.027442     -27267.488176
0.001065      0.005442     0.003547     0.002362     0.028032     -27211.543187
0.001061      0.005571     0.003618     0.002310     0.028503     -27678.586301
0.001055      0.005761     0.003717     0.002228     0.029094     -29223.504722
0.001049      0.005952     0.003815     0.002151     0.029690     -33841.058805
0.001043      0.006127     0.003907     0.002086     0.030261     -31807.059138
0.001038      0.006297     0.003997     0.002027     0.030827     -28699.715955
0.001033      0.006464     0.004084     0.001974     0.031389     -28727.921182
0.001028      0.006626     0.004171     0.001925     0.031946     -34269.914910
0.001024      0.006791     0.004258     0.001877     0.032510     -29775.128323
0.001019      0.006957     0.004345     0.001832     0.033080     -27596.491213
0.001014      0.007125     0.004434     0.001788     0.033654     -31621.752858
0.001010      0.007298     0.004524     0.001745     0.034241     -32144.827052
0.001005      0.007476     0.004617     0.001702     0.034840     -30398.339247
0.001001      0.007660     0.004711     0.001660     0.035449     -32696.733997
0.000996      0.007846     0.004807     0.001618     0.036067     -30392.311654
0.000991      0.008066     0.004916     0.001570     0.036745     -27316.829033
0.000989      0.008136     0.004967     0.001566     0.037164     -32688.171161
